Date,Open,Close,High,Low,Upper,Lower
2019-11-06 11:00:00,3072.64,3073.59,3073.71,3072.64,3074.9005465191135,3072.2970534808915
2019-11-06 11:01:00,3073.56,3073.23,3073.57,3073.22,3074.8931731501857,3072.326826849819
2019-11-06 11:02:00,3073.24,3072.84,3073.25,3072.55,3074.9051391202383,3072.270060879767
2019-11-06 11:03:00,3072.9,3072.94,3073.31,3072.83,3074.905992115963,3072.220407884042
2019-11-06 11:04:00,3072.98,3073.88,3073.99,3072.98,3074.9281571492515,3072.2326428507536
2019-11-06 11:05:00,3073.9,3074.13,3074.29,3073.9,3074.9636066998664,3072.2331933001396
2019-11-06 11:06:00,3074.15,3074.3,3074.36,3074.01,3075.0246227730495,3072.2417772269573
2019-11-06 11:07:00,3074.27,3074.33,3074.34,3074.25,3074.9402570032544,3072.283742996753
2019-11-06 11:08:00,3074.33,3074.53,3074.6,3074.33,3074.8891782328083,3072.3116217671986
2019-11-06 11:09:00,3074.48,3074.51,3074.83,3074.35,3074.882756385562,3072.314843614444
2019-11-06 11:10:00,3074.52,3074.59,3074.59,3074.46,3074.882756385562,3072.314843614444
2019-11-06 11:11:00,3074.57,3074.74,3074.83,3074.57,3074.987191312875,3072.2736086871314
2019-11-06 11:12:00,3074.77,3074.58,3074.77,3074.52,3075.074125358808,3072.256274641198
2019-11-06 11:13:00,3074.59,3073.99,3074.65,3073.98,3075.0414123458113,3072.262587654195
2019-11-06 11:14:00,3073.94,3073.47,3074.0,3073.42,3074.998045122995,3072.249954877011
2019-11-06 11:15:00,3073.49,3074.01,3074.05,3073.46,3075.0263241797993,3072.264075820207
2019-11-06 11:16:00,3074.03,3074.06,3074.56,3074.03,3075.0586215622357,3072.2901784377705
2019-11-06 11:17:00,3074.04,3073.52,3074.07,3073.41,3075.0522929327467,3072.2813070672587
2019-11-06 11:18:00,3073.52,3073.83,3073.87,3073.49,3075.0651681029194,3072.3180318970863
2019-11-06 11:19:00,3073.83,3074.32,3074.36,3073.83,3075.106502358208,3072.3854976417974
2019-11-06 11:20:00,3074.3,3073.89,3074.33,3073.87,3075.0879111766426,3072.495288823363
2019-11-06 11:21:00,3073.88,3074.13,3074.16,3073.83,3075.108044221397,3072.548755778608
2019-11-06 11:22:00,3074.13,3073.68,3074.28,3073.67,3075.089983516856,3072.621216483148
2019-11-06 11:23:00,3073.67,3073.52,3073.81,3073.47,3075.0366368732916,3072.7393631267128
2019-11-06 11:24:00,3073.51,3073.41,3073.51,3073.35,3074.9562535238333,3072.885346476172
2019-11-06 11:25:00,3073.45,3073.64,3073.64,3073.42,3074.95578144547,3072.889818554535
2019-11-06 11:26:00,3073.65,3073.98,3074.0,3073.65,3074.9446924672993,3072.960907532706
2019-11-06 11:27:00,3073.97,3073.8,3074.01,3073.65,3074.871660485589,3073.1107395144163
2019-11-06 11:28:00,3073.78,3073.39,3073.82,3073.26,3074.815382774985,3073.20301722502
2019-11-06 11:29:00,3073.39,3073.72,3073.72,3073.39,3074.8157682240712,3073.1898317759337
2019-11-06 11:30:00,3073.74,3074.79,3074.8,3073.61,3074.9001749326753,3073.158225067329
2019-11-06 11:31:00,3074.8,3075.2,3075.46,3074.8,3075.0498000880298,3073.080599911974
2019-11-06 11:32:00,3075.21,3075.52,3075.63,3075.21,3075.253436079862,3072.9721639201425
2019-11-06 11:33:00,3075.56,3075.89,3075.89,3075.56,3075.5036570076695,3072.8307429923348
2019-11-06 11:34:00,3075.9,3075.98,3075.98,3075.8,3075.742520139447,3072.7094798605567
2019-11-06 11:35:00,3076.0,3075.59,3076.12,3075.59,3075.8726009668494,3072.6593990331544
2019-11-06 11:36:00,3075.57,3075.95,3075.96,3075.57,3076.0483557856764,3072.5804442143267
2019-11-06 11:37:00,3075.96,3075.79,3075.98,3075.65,3076.192549709663,3072.5330502903394
2019-11-06 11:38:00,3075.85,3075.81,3075.89,3075.65,3076.3465690386497,3072.5246309613526
2019-11-06 11:39:00,3075.82,3076.12,3076.15,3075.82,3076.5221191238684,3072.5610808761335
2019-11-06 11:40:00,3076.16,3075.97,3076.16,3075.87,3076.666900095268,3072.5730999047346
2019-11-06 11:41:00,3075.98,3076.1,3076.13,3075.9,3076.816985544058,3072.5862144559455
2019-11-06 11:42:00,3076.11,3076.28,3076.31,3076.07,3076.958299140382,3072.6657008596203
2019-11-06 11:43:00,3076.28,3075.81,3076.32,3075.81,3077.03263503287,3072.749764967132
2019-11-06 11:44:00,3075.79,3070.42,3078.34,3070.16,3077.5212193825614,3071.9491806174406
2019-11-06 11:45:00,3070.6,3072.71,3072.88,3067.26,3077.571944058636,3071.804055941366
2019-11-06 11:46:00,3072.76,3071.57,3073.2,3070.85,3077.7227753749744,3071.448424625028
2019-11-06 11:47:00,3071.73,3070.58,3072.03,3070.51,3077.9709099036727,3070.95229009633
2019-11-06 11:48:00,3070.6,3068.25,3070.63,3068.21,3078.5418368599385,3069.959763140064
2019-11-06 11:49:00,3068.29,3069.14,3069.76,3068.08,3078.826261686846,3069.3337383131566
2019-11-06 11:50:00,3068.79,3067.96,3068.99,3067.74,3079.193403960855,3068.512196039148
2019-11-06 11:51:00,3067.9,3068.22,3068.22,3067.39,3079.4177638942438,3067.8270361057594
2019-11-06 11:52:00,3068.19,3066.38,3068.19,3066.21,3079.8029453410113,3066.8482546589926
2019-11-06 11:53:00,3066.43,3066.8,3067.66,3066.29,3080.0450532959007,3066.0789467041027
2019-11-06 11:54:00,3066.83,3066.44,3066.83,3065.89,3080.230426710951,3065.311173289053
2019-11-06 11:55:00,3066.41,3068.23,3068.23,3066.41,3080.1317909340532,3064.8850090659507
2019-11-06 11:56:00,3068.23,3068.48,3068.53,3067.96,3079.941044626394,3064.53815537361
2019-11-06 11:57:00,3068.47,3068.42,3068.53,3068.18,3079.676625579551,3064.234574420452
2019-11-06 11:58:00,3068.44,3068.92,3068.93,3068.44,3079.3087235670578,3064.0448764329453
2019-11-06 11:59:00,3068.93,3068.44,3069.14,3068.44,3078.8936531210497,3063.856746878954
2019-11-06 12:00:00,3068.83,3068.7,3068.83,3068.19,3078.478128489256,3063.7210715107476
2019-11-06 12:01:00,3068.71,3069.56,3069.56,3068.54,3077.9604925817966,3063.727507418207
2019-11-06 12:02:00,3069.58,3070.01,3070.64,3069.55,3077.4289952241293,3063.796604775875
2019-11-06 12:03:00,3070.07,3069.4,3070.07,3069.35,3076.8317323724305,3063.8810676275734
2019-11-06 12:04:00,3069.4,3070.23,3070.31,3069.39,3076.1345174304624,3064.1070825695415
2019-11-06 12:05:00,3070.17,3070.61,3070.73,3069.76,3075.411939271205,3064.4008607287983
2019-11-06 12:06:00,3070.62,3070.42,3070.76,3070.41,3074.552227532597,3064.8061724674058
2019-11-06 12:07:00,3070.42,3070.97,3070.97,3070.4,3073.5379616687933,3065.3956383312097
2019-11-06 12:08:00,3071.01,3071.51,3071.54,3070.94,3072.5260284557817,3066.0635715442213
2019-11-06 12:09:00,3071.5,3071.09,3071.75,3071.01,3072.6024468419178,3066.0407531580854
2019-11-06 12:10:00,3071.12,3070.7,3071.28,3070.7,3072.2644671069756,3066.217932893027
2019-11-06 12:11:00,3070.67,3070.35,3070.96,3070.34,3072.096060218894,3066.2887397811087
2019-11-06 12:12:00,3070.42,3070.66,3070.74,3070.17,3072.105800909465,3066.285399090537
2019-11-06 12:13:00,3070.64,3070.84,3071.07,3070.62,3072.2532137666312,3066.3451862333704
2019-11-06 12:14:00,3070.84,3070.9,3070.94,3070.66,3072.390926860853,3066.3482731391487
2019-11-06 12:15:00,3070.9,3070.31,3070.9,3070.12,3072.4481986888427,3066.4790013111583
2019-11-06 12:16:00,3070.37,3070.03,3070.64,3069.99,3072.4824724672235,3066.5895275327775
2019-11-06 12:17:00,3070.03,3069.56,3070.06,3069.56,3072.3003052311387,3067.026094768861
2019-11-06 12:18:00,3069.54,3069.64,3069.94,3069.54,3072.1293143995517,3067.4242856004485
2019-11-06 12:19:00,3069.64,3069.79,3070.04,3069.64,3071.809175797033,3068.0124242029665
2019-11-06 12:20:00,3069.78,3070.0,3070.0,3069.51,3071.7460893501398,3068.2171106498595
2019-11-06 12:21:00,3070.0,3070.16,3070.44,3070.0,3071.699288008668,3068.398311991332
2019-11-06 12:22:00,3070.14,3070.14,3070.28,3069.95,3071.622129605366,3068.613070394634
2019-11-06 12:23:00,3070.11,3069.39,3070.11,3069.37,3071.589441408021,3068.68335859198
2019-11-06 12:24:00,3069.41,3069.8,3069.9,3069.41,3071.470733852492,3068.910866147509
2019-11-06 12:25:00,3069.8,3069.84,3070.05,3069.71,3071.3676217584334,3069.105178241567
2019-11-06 12:26:00,3069.85,3069.2,3069.94,3069.2,3071.397400640953,3069.0465993590474
2019-11-06 12:27:00,3069.18,3068.73,3069.19,3068.72,3071.4876766077687,3068.853923392232
2019-11-06 12:28:00,3068.72,3068.65,3068.74,3068.49,3071.560963370915,3068.720636629085
2019-11-06 12:29:00,3068.66,3068.41,3068.83,3068.36,3071.6468392360925,3068.489160763909
2019-11-06 12:30:00,3068.42,3068.54,3068.78,3068.4,3071.6598155778042,3068.310584422196
2019-11-06 12:31:00,3068.54,3068.77,3068.77,3068.54,3071.651480962612,3068.1869190373886
2019-11-06 12:32:00,3068.87,3068.7,3069.04,3068.6,3071.569134327833,3068.0876656721675
2019-11-06 12:33:00,3068.72,3068.89,3068.9,3068.63,3071.354508540282,3068.0926914597185
2019-11-06 12:34:00,3068.91,3069.15,3069.15,3068.88,3071.188217018916,3068.1037829810844
2019-11-06 12:35:00,3069.14,3069.71,3069.71,3069.14,3071.085396055923,3068.127403944078
2019-11-06 12:36:00,3069.75,3070.17,3070.24,3069.75,3071.0648047671307,3068.1335952328704
2019-11-06 12:37:00,3070.18,3070.35,3070.35,3069.98,3071.0198936234024,3068.1537063765986
2019-11-06 12:38:00,3070.44,3070.77,3070.77,3070.32,3071.0071303524637,3068.1608696475378
2019-11-06 12:39:00,3070.79,3070.84,3070.85,3070.44,3070.9956565759912,3068.1675434240105
2019-11-06 12:40:00,3070.83,3070.97,3071.11,3070.83,3071.101151030574,3068.1148489694283
2019-11-06 12:41:00,3070.96,3070.88,3071.0,3070.75,3071.2119256882957,3068.0720743117067
2019-11-06 12:42:00,3070.86,3070.66,3070.86,3070.53,3071.307172415292,3068.064827584711
2019-11-06 12:43:00,3070.65,3070.16,3070.65,3069.94,3071.338820424741,3068.0747795752627
2019-11-06 12:44:00,3070.17,3069.9,3070.32,3069.89,3071.344747468988,3068.0776525310152
2019-11-06 12:45:00,3069.94,3069.53,3069.95,3069.53,3071.32291402941,3068.0618859705933
2019-11-06 12:46:00,3069.51,3069.3,3069.51,3069.17,3071.2836895973005,3068.032310402703
2019-11-06 12:47:00,3069.3,3069.05,3069.3,3069.01,3071.244687091314,3067.9841129086894
2019-11-06 12:48:00,3069.1,3068.67,3069.14,3068.58,3071.257316483171,3067.9138835168324
2019-11-06 12:49:00,3068.71,3069.2,3069.23,3068.71,3071.237713361353,3067.8854866386496
2019-11-06 12:50:00,3069.21,3069.08,3069.45,3069.08,3071.213830084156,3067.8485699158473
2019-11-06 12:51:00,3069.08,3069.14,3069.17,3068.99,3071.213568233351,3067.8440317666527
2019-11-06 12:52:00,3069.16,3069.12,3069.33,3069.08,3071.205404515378,3067.883395484625
2019-11-06 12:53:00,3069.25,3068.7,3069.31,3068.69,3071.203031924551,3067.889768075453
2019-11-06 12:54:00,3068.65,3068.85,3069.01,3068.61,3071.179157371107,3067.948842628897
2019-11-06 12:55:00,3068.86,3068.89,3069.0,3068.84,3071.161940234597,3067.9940597654077
2019-11-06 12:56:00,3068.85,3068.76,3068.9,3068.74,3071.1623952549485,3067.9928047450553
2019-11-06 12:57:00,3068.76,3068.82,3068.92,3068.56,3071.1568129064854,3068.0079870935188
2019-11-06 12:58:00,3068.82,3068.94,3069.02,3068.69,3071.1552710959554,3068.0135289040495
2019-11-06 12:59:00,3068.94,3069.73,3069.74,3068.9,3071.168841813464,3068.046358186541
2019-11-06 13:00:00,3069.73,3069.9,3070.54,3069.68,3071.1803636762456,3068.0500363237584
2019-11-06 13:01:00,3069.85,3069.46,3069.86,3069.39,3071.1356998246415,3068.037900175363
2019-11-06 13:02:00,3069.46,3069.69,3069.71,3069.24,3071.077266067514,3068.0435339324904
2019-11-06 13:03:00,3069.66,3069.89,3069.92,3069.48,3070.963939262957,3068.0864607370468
2019-11-06 13:04:00,3069.89,3070.01,3070.03,3069.67,3070.8397512134816,3068.1442487865224
2019-11-06 13:05:00,3070.02,3069.78,3070.02,3069.37,3070.6513531888636,3068.2374468111398
2019-11-06 13:06:00,3069.76,3069.3,3069.76,3069.28,3070.4300457147947,3068.3323542852086
2019-11-06 13:07:00,3069.29,3069.2,3069.33,3069.09,3070.227666841093,3068.4179331589094
2019-11-06 13:08:00,3069.19,3068.33,3069.19,3068.26,3070.168249008116,3068.3309509918868
2019-11-06 13:09:00,3068.32,3068.58,3068.7,3068.32,3070.1114168597364,3068.2821831402666
2019-11-06 13:10:00,3068.59,3068.99,3069.0,3068.41,3070.0825059021718,3068.267894097832
2019-11-06 13:11:00,3068.99,3068.97,3069.0,3068.79,3070.071340420369,3068.2526595796353
2019-11-06 13:12:00,3068.95,3069.21,3069.21,3068.95,3070.0767075837966,3068.260092416207
2019-11-06 13:13:00,3069.24,3069.68,3069.68,3069.24,3070.1145836386877,3068.3030163613157
2019-11-06 13:14:00,3069.71,3069.8,3069.94,3069.67,3070.1689004220243,3068.29669957798
2019-11-06 13:15:00,3069.83,3070.42,3070.42,3069.83,3070.3329798266,3068.2398201734036
2019-11-06 13:16:00,3070.44,3070.58,3070.59,3070.28,3070.508831890637,3068.179168109367
2019-11-06 13:17:00,3070.58,3070.73,3071.09,3070.58,3070.6934509717944,3068.1233490282098
2019-11-06 13:18:00,3070.75,3071.22,3071.25,3070.75,3070.948770769399,3068.0696292306056
2019-11-06 13:19:00,3071.22,3071.36,3071.37,3071.11,3071.199835621987,3068.019364378017
2019-11-06 13:20:00,3071.36,3072.25,3072.25,3071.36,3071.6226253840064,3067.8653746159976
2019-11-06 13:21:00,3072.25,3072.29,3072.35,3072.03,3071.974491107871,3067.795908892133
2019-11-06 13:22:00,3072.29,3072.14,3072.41,3072.06,3072.2428370727066,3067.793162927297
2019-11-06 13:23:00,3072.13,3072.34,3072.45,3072.11,3072.5157295922163,3067.7922704077864
2019-11-06 13:24:00,3072.33,3072.31,3072.53,3072.21,3072.7628238079064,3067.7515761920963
2019-11-06 13:25:00,3072.31,3072.13,3072.32,3071.94,3072.95567116262,3067.7371288373834
2019-11-06 13:26:00,3072.14,3072.41,3072.43,3072.14,3073.1716253939057,3067.7571746060976
2019-11-06 13:27:00,3072.41,3072.55,3072.7,3072.39,3073.3894127445938,3067.7681872554094
2019-11-06 13:28:00,3072.55,3073.21,3073.34,3072.53,3073.6950302405235,3067.7281697594804
2019-11-06 13:29:00,3073.22,3073.16,3073.37,3073.05,3073.960383373862,3067.714816626143
2019-11-06 13:30:00,3073.16,3073.12,3073.41,3073.12,3074.1897727685932,3067.752627231411
2019-11-06 13:31:00,3073.09,3072.98,3073.09,3072.82,3074.3550633024447,3067.8817366975595
2019-11-06 13:32:00,3072.98,3072.67,3072.99,3072.67,3074.448372825162,3068.0660271748416
2019-11-06 13:33:00,3072.66,3072.47,3072.76,3072.47,3074.403803857771,3068.441796142233
2019-11-06 13:34:00,3072.46,3072.24,3072.46,3072.24,3074.3190116299197,3068.8193883700847
2019-11-06 13:35:00,3072.25,3072.69,3072.69,3072.24,3074.2805670565685,3069.153832943435
2019-11-06 13:36:00,3072.7,3072.4,3072.76,3072.4,3074.1592360751606,3069.5495639248434
2019-11-06 13:37:00,3072.44,3072.44,3072.58,3072.29,3074.0169214207353,3069.9502785792674
2019-11-06 13:38:00,3072.47,3073.2,3073.2,3072.47,3073.9720929759433,3070.2767070240607
2019-11-06 13:39:00,3073.23,3073.51,3073.61,3073.23,3073.9286131939757,3070.6169868060274
2019-11-06 13:40:00,3073.52,3073.66,3073.84,3073.5,3073.9581343389345,3070.846665661069
2019-11-06 13:41:00,3073.66,3074.31,3074.38,3073.6,3074.094494249995,3071.008705750008
2019-11-06 13:42:00,3074.38,3074.27,3074.46,3074.23,3074.188556367781,3071.197843632223
2019-11-06 13:43:00,3074.27,3073.94,3074.27,3073.91,3074.245652774501,3071.3583472255027
2019-11-06 13:44:00,3073.91,3074.29,3074.29,3073.78,3074.35075998826,3071.487640011743
2019-11-06 13:45:00,3074.29,3074.1,3074.48,3074.1,3074.471134594849,3071.5152654051544
2019-11-06 13:46:00,3074.09,3073.93,3074.11,3073.88,3074.552188987052,3071.5654110129512
2019-11-06 13:47:00,3073.92,3073.81,3074.19,3073.81,3074.596983475955,3071.6542165240485
2019-11-06 13:48:00,3073.81,3073.75,3073.83,3073.59,3074.6359027936255,3071.7280972063786
2019-11-06 13:49:00,3073.73,3073.75,3073.75,3073.53,3074.6633448273165,3071.815855172688
2019-11-06 13:50:00,3073.79,3074.01,3074.05,3073.79,3074.6921902860017,3071.937409714001
2019-11-06 13:51:00,3074.01,3074.25,3074.27,3074.01,3074.7609727667304,3072.015827233273
2019-11-06 13:52:00,3074.34,3074.67,3074.67,3074.34,3074.891152984634,3072.0552470153684
2019-11-06 13:53:00,3074.66,3074.78,3074.98,3074.64,3075.0417334868084,3072.0302665131935
2019-11-06 13:54:00,3074.76,3074.77,3075.0,3074.75,3075.1752595704465,3072.025540429556
2019-11-06 13:55:00,3074.75,3075.12,3075.41,3074.75,3075.353694953066,3072.007105046936
2019-11-06 13:56:00,3075.11,3075.12,3075.17,3074.93,3075.5075606028176,3072.0244393971843
2019-11-06 13:57:00,3075.14,3075.96,3076.18,3075.13,3075.7851758704264,3072.010024129576
2019-11-06 13:58:00,3075.98,3075.79,3076.2,3075.73,3075.9660263413366,3072.0947736586654
2019-11-06 13:59:00,3075.81,3075.94,3075.97,3075.72,3076.1094332294574,3072.247366770544
2019-11-06 14:00:00,3075.95,3076.25,3076.29,3075.95,3076.31840623412,3072.3231937658816
2019-11-06 14:01:00,3076.24,3076.06,3076.39,3075.96,3076.4140822939744,3072.5203177060275
2019-11-06 14:02:00,3076.05,3075.64,3076.05,3075.63,3076.4025195622016,3072.7878804377997
2019-11-06 14:03:00,3075.61,3075.5,3075.89,3075.5,3076.4316628590427,3072.942737140959
2019-11-06 14:04:00,3075.5,3075.72,3075.72,3075.42,3076.4953100530547,3073.055889946948
2019-11-06 14:05:00,3075.74,3075.45,3075.93,3075.4,3076.5218394636577,3073.1725605363445
2019-11-06 14:06:00,3075.47,3075.54,3075.66,3075.46,3076.577539296202,3073.2152607037992
2019-11-06 14:07:00,3075.53,3075.86,3075.9,3075.46,3076.6625666898044,3073.2574333101966
2019-11-06 14:08:00,3075.87,3076.14,3076.14,3075.87,3076.75830211753,3073.3376978824713
2019-11-06 14:09:00,3076.14,3075.77,3076.16,3075.52,3076.810623220036,3073.4037767799655
2019-11-06 14:10:00,3075.79,3075.51,3075.91,3075.48,3076.8208153349983,3073.5063846650023
2019-11-06 14:11:00,3075.52,3075.51,3075.64,3075.41,3076.806702106635,3073.646897893366
2019-11-06 14:12:00,3075.49,3075.23,3075.54,3075.11,3076.7492384274033,3073.817961572598
2019-11-06 14:13:00,3075.22,3075.52,3075.71,3075.21,3076.6752088430494,3074.033591156952
2019-11-06 14:14:00,3075.49,3075.86,3075.87,3075.46,3076.5913814504293,3074.2862185495724
